Time_s,Ax_g,Ay_g,Az_g,RollRate_deg_s,YawRate_deg_s
100.28,-0.226660566061821,0.503359089546065,-1.35788863568143,-13.796,55.591
100.29,-0.196712749926644,0.43796163287261,-1.33851496149769,-13.207,58.088
100.3,-0.143330972165566,0.388181385484797,-1.29595285362996,-10.315,59.21
100.31,-0.0587634220168687,0.318041764715236,-1.18490960761033,-6.702,59.147
100.32,0.0656845901814176,0.248735435769545,-1.00120452926007,-2.62099999999163,57.6279999999948
100.33,0.217645103983094,0.336960609742394,-0.808595409111497,3.271,53.948
100.34,0.337951761127324,0.667606615333586,-0.700147350599729,11.348,48.168
100.35,0.383734000071857,1.06024673744449,-0.71076609934175,19.2790000000067,41.7409999999926
100.36,0.377725086522916,1.27754796099596,-0.788792741502636,24.017,36.543
100.37,0.356149177174074,1.26735791517056,-0.876080257823618,23.917,33.398
100.38,0.3292257933869,1.15768378143306,-0.947887614642456,18.161,31.799
100.39,0.313305587942088,1.05986530438655,-0.940424802641961,7.432,30.976
100.4,0.319187943915281,0.999809992214932,-0.792433565453936,-4.423,30.538
100.41,0.335546846421754,0.99056718662497,-0.568579724051451,-12.554,30.326
100.42,0.364945577349063,1.04575849441198,-0.429980029793847,-14.872,30.261
100.43,0.42260647379214,1.1288976746806,-0.491479291034369,-12.506,30.405
100.44,0.492831088462566,1.16666728698297,-0.738746842498616,-7.728,30.994
100.45,0.537814924765287,1.1508963896236,-1.07651125031519,-2.532,32.157
100.46,0.549817274982229,1.10382933120625,-1.39029366146214,1.51600000000253,33.8160000000029
100.47,0.554867690379308,0.991096000467343,-1.5901999768445,3.295,35.852
100.48,0.576425156457033,0.788329787902485,-1.65716032138213,2.115,38.01
100.49,0.604732556231873,0.545983606973233,-1.62257935985015,-2.22200000000903,39.8540000000015
100.5,0.610674951551823,0.359681203064714,-1.52543734909708,-8.579,40.879
100.51,0.588007205711313,0.272754287183639,-1.39550761941732,-14.181,40.798
100.52,0.545278818263565,0.290908304108066,-1.24200809628497,-16.463,39.521
100.53,0.486966744100855,0.399422628013622,-1.07288272617093,-14.801,37.12
100.54,0.42885545322683,0.535578944108632,-0.931707734736205,-10.006,34.118
100.55,0.388839897177639,0.646064878261946,-0.881927185212857,-3.271,31.283
100.56,0.362027966787257,0.742126505569434,-0.908122597481719,4.02,29.067
100.57,0.328902680855174,0.833564993470731,-0.901794062030915,10.1700000000052,27.6319999999993
100.58,0.278462060682667,0.874938091431794,-0.80506642518097,13.815,27.157
100.59,0.230800281826088,0.85197083231344,-0.680056512446526,14.88,27.681
100.6,0.223077496678826,0.827976472657244,-0.635470555642902,14.1169999999968,29.0020000000028
100.61,0.264629771185863,0.852988246833297,-0.713267277607184,11.853,30.942
100.62,0.328316913353197,0.897431284705699,-0.847918585021943,8.119,33.394
100.63,0.38020219950035,0.893549560243942,-0.947904870886558,3.485,36.238
100.64,0.409408422757797,0.853064781706423,-0.994831814768247,-1.068,39.395
100.65,0.425865350957635,0.8634201951695,-1.04241915441671,-4.631,42.769
100.66,0.443207393199522,0.938237385826444,-1.12663284639744,-6.457,46.143
100.67,0.468299064702175,0.982208245723614,-1.22348917726017,-6.094,49.329
100.68,0.490692716691802,0.944130915109404,-1.29229180011921,-3.918,52.077
100.69,0.495380951435905,0.85708395743793,-1.3137110990817,-1.289,54.102
100.7,0.479955378699632,0.758597629638517,-1.28661175084795,0.076,55.239
100.71,0.44972020026711,0.648850935150489,-1.21560711262881,-0.479000000002188,55.5119999999992
100.72,0.411082574722619,0.575711272803113,-1.11926088800181,-2.019,54.944
100.73,0.375595164834934,0.607550451601578,-1.03146726705412,-2.974,53.617
100.74,0.355935807740609,0.722021408509866,-0.972906888609561,-2.13399999999609,51.9069999999977
100.75,0.344287222294541,0.844950085958512,-0.931384121019988,0.614,50.289
